distance phi
85.19 0.000000
125.19 0.000000
165.19 0.000000
205.19 0.000000
245.19 0.000000
285.19 0.000000
325.19 0.000000
365.19 0.000000
405.19 0.000000
445.19 0.000000
485.19 0.000000
525.19 0.000000
565.19 0.000000
605.19 0.000000
645.19 0.000000
685.19 0.000000
725.19 0.000000
765.19 0.000000
805.19 0.000000
845.19 0.000000
885.19 0.000000
925.19 0.000000
965.19 0.000000
1005.19 0.000000
1045.19 0.000000
1085.19 0.000000
1125.19 0.000000
1165.19 0.000000
1205.19 0.000000
1245.19 0.000000
1285.19 0.000000
1325.19 0.000000
1365.19 0.000000
1405.19 0.000000
1445.19 0.000000
1485.19 0.000000
1525.19 0.000000
1565.19 0.000000
1605.19 0.000000
1645.19 0.000000
1685.19 0.000000
1725.19 0.000000
1765.19 0.000000
1805.19 0.000000
1845.19 0.000000
1885.19 0.000000
1925.19 0.000000
1965.19 0.000000
2005.19 0.000000
2045.19 0.000000
2085.19 0.000000
2125.19 0.000000
2165.19 0.000000
2205.19 0.000000
2245.19 0.000000
2285.19 0.000000
2325.19 0.000000
2365.19 0.000000
2405.19 0.000000
2445.19 0.000000
2485.19 0.000000
2525.19 0.000000
2565.19 0.000000
2605.19 0.000000
2645.19 0.000000
2685.19 0.000000
2725.19 0.000000
2765.19 0.000000
2805.19 0.000000
2845.19 0.000000
2885.19 0.000000
2925.19 0.000000
2965.19 0.000000
3005.19 0.000000
3045.19 0.000000
3085.19 0.000000
3125.19 0.000000
3165.19 0.000000
3205.19 0.000000
3245.19 0.000000
3285.19 0.000000
3325.19 0.000000
3365.19 0.000000
3405.19 0.000000
3445.19 0.000000
3485.19 0.000000
3525.19 0.000000
3565.19 0.000000
3605.19 0.000000
3645.19 0.000000
3685.19 0.000000
3725.19 0.000000
3765.19 0.000000
3805.19 0.000000
3845.19 0.000000
3885.19 0.000000
3925.19 0.000000
3965.19 0.000000
4005.19 0.000000
4045.19 0.000000
4085.19 0.000000
4125.19 0.000000
4165.19 0.000000
4205.19 0.000000
4245.19 0.000000
4285.19 0.000000
4325.19 0.000000
4365.19 0.000000
4405.19 0.000000
4445.19 0.000000
4485.19 0.000000
4525.19 0.000000
4565.19 0.000000
4605.19 0.000000
4645.19 0.000000
4685.19 0.000000
4725.19 0.000000
4765.19 0.000000
4805.19 0.000000
4845.19 0.000000
4885.19 0.000000
4925.19 0.000000
4965.19 0.000000
5020.00 0.000000
5060.00 0.000000
5100.00 0.000000
5140.00 0.000000
5180.00 0.000000
5220.00 0.000000
5260.00 0.000000
5300.00 0.000000
5340.00 0.000000
5380.00 0.000000
5420.00 0.000000
5460.00 0.000000
5500.00 0.000000
5540.00 0.000000
5580.00 0.000000
5620.00 0.000000
5660.00 0.000000
5700.00 0.000000
5740.00 0.000000
5780.00 0.000000
5820.00 0.000000
5860.00 0.000000
5900.00 0.000000
5940.00 0.000000
5980.00 0.000000
6020.00 0.000000
6060.00 0.000000
6100.00 0.000000
6140.00 0.000000
6180.00 0.000000
6220.00 0.000000
6260.00 0.000000
6300.00 0.000000
6340.00 0.000000
6380.00 0.000000
6420.00 0.000000
6460.00 0.000000
6500.00 0.000000
6540.00 0.000000
6580.00 0.000000
6620.00 0.000000
6660.00 0.000000
6700.00 0.000000
6740.00 0.000000
6780.00 0.000000
6820.00 0.000000
6860.00 0.000000
6900.00 0.000000
6940.00 0.000000
6980.00 0.000000
7020.00 0.000000
7060.00 0.000000
7100.00 0.000000
7140.00 0.000000
7180.00 0.000000
7220.00 0.000000
7260.00 0.000000
7300.00 0.000000
7340.00 0.000000
7380.00 0.000000
7420.00 0.000000
7460.00 0.000000
7500.00 0.000000
7540.00 0.000000
7580.00 0.000000
7620.00 0.000000
7660.00 0.000000
7700.00 0.000000
7740.00 0.000000
7780.00 0.000000
7820.00 0.000000
7860.00 0.000000
7900.00 0.000000
7940.00 0.000000
7980.00 0.000000
8020.00 0.000000
8060.00 0.000000
8100.00 0.000000
8140.00 0.000000
8180.00 0.000000
8220.00 0.000000
8260.00 0.000000
8300.00 0.000000
8340.00 0.000000
8380.00 0.000000
8420.00 0.000000
8460.00 0.000000
8500.00 0.000000
8540.00 0.000000
8580.00 0.000000
8620.00 0.000000
8660.00 0.000000
8700.00 0.000000
8740.00 0.000000
8780.00 0.000000
8820.00 0.000000
8860.00 0.000000
8900.00 0.000000
8940.00 0.000000
8980.00 0.000000
9020.00 0.000000
9060.00 0.000000
9100.00 0.000000
9140.00 0.000000
9180.00 0.000000
9220.00 0.000000
9260.00 0.000000
9300.00 0.000000
9340.00 0.000000
9380.00 0.000000
9420.00 0.000000
9460.00 0.000000
9500.00 0.000000
9540.00 0.000000
9580.00 0.000000
9620.00 0.000000
9660.00 0.000000
9700.00 0.000000
9740.00 0.000000
9780.00 0.000000
9820.00 0.000000
9860.00 0.000000
9900.00 0.000000
9940.00 0.000000
9980.00 0.000000
10020.00 0.000000
10060.00 0.000000
10100.00 0.000000
10140.00 0.000000
10180.00 0.000000
10220.00 0.000000
10260.00 0.000000
10300.00 0.000000
10340.00 0.000000
10380.00 0.000000
10420.00 0.000000
10460.00 0.000000
10500.00 0.000000
10540.00 0.000000
10580.00 0.000000
10620.00 0.000000
10660.00 0.000000
10700.00 0.000000
10740.00 0.000000
10780.00 0.000000
10820.00 0.000000
10860.00 0.000000
10900.00 0.000000
10940.00 0.000000
10980.00 0.000000
11020.00 0.000000
11060.00 0.000000
11100.00 0.000000
11140.00 0.000000
11180.00 0.000000
11220.00 0.000000
11260.00 0.000000
11300.00 0.000000
11340.00 0.000000
11380.00 0.000000
11420.00 0.000000
11460.00 0.000000
11500.00 0.000000
11540.00 0.000000
11580.00 0.000000
11620.00 0.000000
11660.00 0.000000
11700.00 0.000000
11740.00 0.000000
11780.00 0.000000
11820.00 0.000000
11860.00 0.000000
11900.00 0.000000
11940.00 0.000000
11980.00 0.000000
12020.00 0.000000
12060.00 0.000000
12100.00 0.000000
12140.00 0.000000
12180.00 0.000000
12220.00 0.000000
12260.00 0.000000
12300.00 0.000000
12340.00 0.000000
12380.00 0.000000
12420.00 0.000000
12460.00 0.000000
12500.00 0.000000
12540.00 0.000000
12580.00 0.000000
12620.00 0.000000
12660.00 0.000000
12700.00 0.000000
12740.00 0.000000
12780.00 0.000000
12820.00 0.000000
12860.00 0.000000
12900.00 0.000000
12940.00 0.000000
12980.00 0.000000
13020.00 0.000000
13060.00 0.000000
13100.00 0.000000
13140.00 0.000000
13180.00 0.000000
13220.00 0.000000
13260.00 0.000000
13300.00 0.000000
13340.00 0.000000
13380.00 0.000000
13420.00 0.000000
13460.00 0.000000
13500.00 0.000000
13540.00 0.000000
13580.00 0.000000
13620.00 0.000000
13660.00 0.000000
13700.00 0.000000
13740.00 0.000000
13780.00 0.000000
13820.00 0.000000
13860.00 0.000000
13900.00 0.000000
13940.00 0.000000
13980.00 0.000000
14020.00 0.000000
14060.00 0.000000
14100.00 0.000000
14140.00 0.000000
14180.00 0.000000
14220.00 0.000000
14260.00 0.000000
14300.00 0.000000
14340.00 0.000000
14380.00 0.000000
14420.00 0.000000
14460.00 0.000000
14500.00 0.000000
14540.00 0.000000
14580.00 0.000000
14620.00 0.000000
14660.00 0.000000
14700.00 0.000000
14740.00 0.000000
14780.00 0.000000
14820.00 0.000000
14860.00 0.000000
14900.00 0.000000
14940.00 0.000000
